rep_id,beta,syn_id,cam_id,arena_id,mean_trt,var_trt,low_diet,high_diet,assemble_date,date_start,time_start,cat_pre_wt,date_end_camera,time_end_camera,cat_post_wt,cat_dead_cam_end,pupation_date,pupal_weight,pupated_cam_end,eclosure_date,sex,death_date,deformed_adult,notes,temperature,session_id,error,premature_camera_end,camera_cutoff
110,5,beta5_id30,19,19,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-11-2023,12-11-2023,17:00,0.0597,12-13-2023,10:43,NA,1,NA,NA,NA,NA,NA,12-13-2023,0,,21,4,0,0,73529
111,-5,beta-5_id30,20,20,1 mg/g,high_var,0 mg/g,2 mg/g,12-11-2023,12-11-2023,17:00,0.0122,12-16-2023,18:00,0.1424,0,12-21-2023,0.2363,0,01-04-2024,female,01-17-2024,0,,21,4,0,0,435397
112,-5,beta-5_id26,21,21,1 mg/g,high_var,0 mg/g,2 mg/g,12-11-2023,12-11-2023,17:00,0.0632,12-16-2023,16:20,0.2653,0,12-16-2023,0.2315,1,01-03-2024,male,01-13-2024,0,time lapse files corrupted by usb drive that failed,21,4,0,1,395750
113,-5,beta-5_id31,22,22,1 mg/g,high_var,0 mg/g,2 mg/g,12-11-2023,12-11-2023,17:00,0.0129,12-16-2023,18:00,0.1476,0,12-20-2023,0.2241,0,01-07-2024,female,01-17-2024,0,pupal weight taken at prepupal stage,21,4,0,0,434679
114,-5,beta-5_id25,23,23,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-11-2023,12-11-2023,17:00,0.0095,12-16-2023,18:00,0.0471,0,12-23-2023,0.2981,0,01-14-2024,male,01-25-2024,1,,21,4,0,0,434677
115,-5,beta-5_id29,24,24,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-11-2023,12-11-2023,17:00,0.0705,12-16-2023,15:58,0.3088,0,12-16-2023,0.2557,1,01-03-2024,male,01-17-2024,0,,21,4,0,0,421340
116,NA,NA,25,25,1.5 mg/g,constant,1.5 mg/g,1.5 mg/g,12-11-2023,12-11-2023,17:00,0.0095,12-16-2023,18:00,0.0346,0,12-26-2023,0.3183,0,NA,NA,01-22-2024,0,,21,4,0,0,435391
117,NA,NA,26,26,0 mg/g,constant,0 mg/g,0 mg/g,12-11-2023,12-11-2023,17:00,0.0671,12-16-2023,13:37,0.3157,0,12-16-2023,0.2757,1,01-03-2024,female,01-13-2024,0,actually really big,21,4,0,0,388542
118,NA,NA,27,27,0.5 mg/g,constant,0.5 mg/g,0.5 mg/g,12-11-2023,12-11-2023,17:00,0.0092,12-16-2023,18:00,0.0475,0,12-22-2023,0.2365,0,01-09-2024,female,01-22-2024,0,,21,4,0,0,435398
119,NA,NA,28,28,1 mg/g,constant,1 mg/g,1 mg/g,12-11-2023,12-11-2023,17:00,0.0087,12-16-2023,16:20,0.0261,0,12-29-2023,0.2964,0,01-17-2024,male,01-25-2024,0,,21,4,0,0,428904
120,NA,NA,29,29,1 mg/g,constant,1 mg/g,1 mg/g,12-11-2023,12-11-2023,17:00,0.0584,12-16-2023,18:00,0.2854,0,12-17-2023,0.2105,0,01-03-2024,female,01-13-2024,0,,21,4,0,0,434677
121,NA,NA,30,30,2 mg/g,constant,2 mg/g,2 mg/g,12-11-2023,12-11-2023,17:00,0.0564,12-16-2023,18:00,0.2509,0,12-18-2023,0.2527,0,01-04-2024,female,01-17-2024,0,,21,4,0,0,434678
122,5,beta5_id18,NA,NA,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-04-2023,12-08-2023,10:00,0.0133,12-13-2023,11:12,0.0577,0,12-21-2023,0.2983,0,01-09-2024,female,01-15-2024,0,"replaced rep76, no camera footage",21,3.1,0,0,NA
123,0,beta0_id23,NA,NA,1 mg/g,high_var,0 mg/g,2 mg/g,12-04-2023,12-08-2023,10:00,0.0087,12-13-2023,11:12,0.0279,0,12-22-2023,0.253,0,01-11-2024,male,01-22-2024,1,"replaced rep75, no camera footage",21,3.1,0,0,NA
124,5,beta5_id21,NA,NA,1 mg/g,high_var,0 mg/g,2 mg/g,12-04-2023,12-08-2023,10:00,0.0057,12-13-2023,11:12,0.0679,0,12-21-2023,0.289,0,01-07-2024,female,01-15-2024,1,"replaced rep69, no camera footage",21,3.1,0,0,NA
125,0,beta0_id19,NA,NA,1 mg/g,high_var,0 mg/g,2 mg/g,12-04-2023,12-08-2023,10:00,0.0050,12-13-2023,11:12,0.0332,0,12-21-2023,0.2753,0,01-07-2024,female,01-22-2024,1,"replaced rep70, no camera footage",21,3.1,0,0,NA
126,-5,beta-5_id23,NA,NA,1 mg/g,high_var,0 mg/g,2 mg/g,12-04-2023,12-11-2023,9:39,0.0028,12-13-2023,10:43,NA,1,NA,NA,0,NA,NA,12-13-2023,0,"replaced rep71, no camera footage",21,3.2,0,0,NA
127,-5,beta-5_id23,NA,NA,1 mg/g,high_var,0 mg/g,2 mg/g,12-04-2023,12-13-2023,10:43,0.0117,12-16-2023,13:14,0.044,0,12-25-2023,0.2536,0,01-11-2024,female,01-19-2024,0,"replaced rep126 / rep71, no camera footage",21,3.2,0,0,NA
128,5,beta5_id30,NA,NA,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-11-2023,12-13-2023,10:43,0.0123,12-16-2023,13:14,0.0225,0,12-27-2023,0.2341,0,01-15-2024,female,01-23-2024,1,"replaced rep110, no camera footage",21,3.2,0,0,NA
129,-5,beta-5_id37,1,1,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0280,12-23-2023,17:14,0.1286,0,12-27-2023,0.2414,0,NA,NA,01-22-2024,0,,21,5,0,0,433945
130,0,beta0_id36,2,2,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0277,12-23-2023,17:19,0.1775,0,12-27-2023,0.2696,0,NA,NA,01-22-2024,0,,21,5,0,0,434306
131,-5,beta-5_id39,3,3,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0298,12-22-2023,10:00,NA,1,NA,NA,0,NA,NA,12-22-2023,0,cat outside of feeding chamber between Dec 19-Dec20,21,5,0,0,313569
132,5,beta5_id36,4,4,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0302,12-23-2023,17:22,0.0873,0,12-28-2023,0.2935,0,01-15-2024,female,01-26-2024,0,,21,5,0,0,434308
133,0,beta0_id37,5,5,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0126,12-23-2023,17:25,0.0992,0,12-28-2023,0.3033,0,01-17-2024,male,01-22-2024,0,,21,5,0,0,434302
134,5,beta5_id34,6,6,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0135,12-23-2023,17:27,0.0864,0,12-28-2023,0.2953,0,01-17-2024,male,01-25-2024,0,,21,5,0,0,434305
135,-5,beta-5_id35,7,7,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0497,12-23-2023,17:29,0.2166,0,12-26-2023,0.2074,0,01-11-2024,female,01-22-2024,1,,21,5,0,0,434676
136,-5,beta-5_id40,8,8,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0109,12-23-2023,17:31,0.0691,0,12-30-2023,0.2733,0,01-17-2024,female,01-26-2024,0,,21,5,0,0,434663
137,0,beta0_id38,9,9,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0119,12-23-2023,17:15,0.1029,0,12-27-2023,0.2206,0,01-15-2024,female,01-22-2024,1,,21,5,0,0,433950
138,-5,beta-5_id34,10,10,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0274,12-23-2023,17:18,0.1298,0,12-27-2023,0.2491,0,01-15-2024,male,01-17-2024,0,,21,5,0,0,434312
139,5,beta5_id39,11,11,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0236,12-23-2023,17:21,0.238,0,12-26-2023,0.2475,0,01-15-2024,female,01-22-2024,1,,21,5,0,0,434305
140,-5,beta-5_id38,12,12,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0345,12-23-2023,17:24,0.1807,0,12-29-2023,0.2945,0,NA,NA,01-22-2024,0,,21,5,0,0,434314
141,5,beta5_id38,13,13,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0500,12-23-2023,17:26,0.1585,0,12-26-2023,0.2299,0,01-15-2024,female,01-23-2024,0,,21,5,0,0,434668
142,-5,beta-5_id33,14,14,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0426,12-23-2023,17:28,0.2124,0,12-25-2023,0.2319,0,01-14-2024,male,01-15-2024,1,,21,5,0,0,434664
143,0,beta0_id35,15,15,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0510,12-23-2023,17:30,0.2898,0,12-25-2023,0.2746,0,NA,NA,01-22-2024,0,,21,5,0,0,434667
144,5,beta5_id35,16,16,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0185,12-23-2023,17:33,0.237,0,12-26-2023,0.2727,0,NA,NA,01-07-2024,0,failed pupation,21,5,0,0,434665
145,-5,beta-5_id36,17,17,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0173,12-23-2023,16:45,0.1069,0,12-28-2023,0.2664,0,NA,NA,01-22-2024,0,,21,5,0,0,432505
146,0,beta0_id34,18,18,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0419,12-23-2023,16:49,0.2778,0,12-25-2023,0.268,0,01-15-2024,male,01-25-2024,1,,21,5,0,0,432863
147,5,beta5_id37,19,19,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0698,12-23-2023,16:52,0.3006,0,12-23-2023,0.265,1,01-09-2024,male,01-25-2024,0,,21,5,0,0,371959
148,0,beta0_id40,20,20,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0123,12-19-2023,19:00,NA,1,NA,NA,0,NA,NA,12-19-2023,0,,21,5,0,0,111372
149,5,beta5_id33,21,21,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0529,12-23-2023,16:55,0.3451,0,12-25-2023,0.29,0,NA,NA,01-22-2024,0,,21,5,0,0,433234
150,0,beta0_id33,22,22,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0189,12-23-2023,16:59,0.1104,0,12-27-2023,0.251,0,NA,NA,01-22-2024,0,,21,5,0,0,433236
151,5,beta5_id40,23,23,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0327,12-23-2023,17:03,0.3116,0,12-26-2023,0.2942,0,NA,NA,01-22-2024,0,,21,5,0,0,433237
152,0,beta0_id39,24,24,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0330,12-23-2023,16:47,0.1711,0,12-27-2023,0.2366,0,01-15-2024,female,01-22-2024,0,,21,5,0,0,432155
153,NA,NA,25,25,0 mg/g,constant,0 mg/g,0 mg/g,12-18-2023,12-18-2023,16:35,0.0200,12-23-2023,16:51,0.2702,0,12-25-2023,0.2691,0,01-15-2024,female,01-22-2024,0,,21,5,0,0,432869
154,-5,beta-5_id26,26,26,1 mg/g,high_var,0 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0217,12-23-2023,16:54,0.1644,0,12-26-2023,0.2533,0,01-15-2024,female,01-22-2024,1,,21,5,0,0,432519
155,NA,NA,27,27,2 mg/g,constant,2 mg/g,2 mg/g,12-18-2023,12-18-2023,16:35,0.0259,12-23-2023,16:57,0.0956,0,12-30-2023,0.2739,0,01-17-2024,male,01-25-2024,0,,21,5,0,0,433239
156,5,beta5_id18,28,28,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,12-18-2023,12-18-2023,16:35,0.0339,12-23-2023,17:01,0.1311,0,12-27-2023,0.2148,0,NA,NA,01-22-2024,0,,21,5,0,0,433233
157,NA,NA,29,29,1 mg/g,constant,1 mg/g,1 mg/g,12-18-2023,12-18-2023,16:35,0.0223,12-23-2023,17:07,0.1385,0,12-26-2023,0.2561,0,01-15-2024,male,01-23-2024,1,,21,5,0,0,433241
158,NA,NA,30,30,1 mg/g,constant,1 mg/g,1 mg/g,12-18-2023,12-18-2023,16:35,0.0347,12-23-2023,17:09,0.1321,0,12-27-2023,0.243,0,01-15-2024,female,01-22-2024,1,camera stopped prematurely,21,5,0,1,55148
